NCBI_GID	ENSEMBL_GID	Assigned_Gene_symbol	Gene_symbol	Product
106564373	ENSSSAG00000009412	armh3	armh3	armadillo like helical domain containing 3
106564374	NA	LOC106564374	LOC106564374	uncharacterized LOC106564374
106564376	ENSSSAG00000117388	LOC106564376	LOC106564376	arf-GAP with dual PH domain-containing protein 1-like
106564377	ENSSSAG00000009439	LOC106564377	LOC106564377	sarcalumenin-like
106564378	ENSSSAG00000098577	LOC106564378	LOC106564378	complement C1q tumor necrosis factor-related protein 1-like
106564379	ENSSSAG00000084653	LOC106564379	LOC106564379	transmembrane protease serine 6-like
106564380	ENSSSAG00000106995	LOC106564380	LOC106564380	interleukin-2 receptor subunit beta-like
106564381	ENSSSAG00000002042	pla2g6	pla2g6	phospholipase A2, group VI (cytosolic, calcium-independent)
106564385	ENSSSAG00000006275	LOC106564385	LOC106564385	integral membrane protein DGCR2/IDD-like
106564386	NA	LOC106564386	LOC106564386	parvalbumin alpha
106564387	NA	LOC106564387	LOC106564387	interleukin-2 receptor subunit beta-like
106564390	ENSSSAG00000009526	LOC106564390	LOC106564390	interleukin-2 receptor subunit beta-like
106564391	NA	LOC106564391	LOC106564391	3-mercaptopyruvate sulfurtransferase-like
106564392	ENSSSAG00000001415	LOC106564392	LOC106564392	active regulator of SIRT1-like
106564393	ENSSSAG00000009556	LOC106564393	LOC106564393	uncharacterized LOC106564393
106564394	ENSSSAG00000009579	LOC106564394	LOC106564394	cyclic AMP-dependent transcription factor ATF-4-like
106564395	NA	LOC106564395	LOC106564395	uncharacterized LOC106564395
106564396	ENSSSAG00000009649	LOC106564396	LOC106564396	zinc finger protein 135-like
106564397	NA	LOC106564397	LOC106564397	zinc finger protein 2 homolog
106564398	NA	LOC106564398	LOC106564398	zinc finger protein 271-like
106564399	NA	LOC106564399	LOC106564399	zinc finger protein 345-like
106564400	NA	LOC106564400	LOC106564400	zinc finger protein 271-like
106564402	NA	LOC106564402	LOC106564402	gastrula zinc finger protein XlCGF17.1-like
106564404	NA	LOC106564404	LOC106564404	zinc finger protein 501-like
106564405	ENSSSAG00000005861	LOC106564405	LOC106564405	forkhead box protein N4-like
106564406	NA	LOC106564406	LOC106564406	zinc finger protein 184-like
106564413	ENSSSAG00000089923	LOC106564413	LOC106564413	zinc finger protein 271-like
106564414	NA	LOC106564414	LOC106564414	centromere protein O-like
106564416	NA	LOC106564416	LOC106564416	gastrula zinc finger protein XlCGF17.1-like
106564417	NA	LOC106564417	LOC106564417	5-hydroxytryptamine receptor 3A-like
106564420	NA	LOC106564420	LOC106564420	voltage-dependent T-type calcium channel subunit alpha-1I
106564423	NA	LOC106564423	LOC106564423	urotensin-2 receptor-like
106564424	ENSSSAG00000001248	LOC106564424	LOC106564424	galectin-2
106564425	ENSSSAG00000004305	LOC106564425	LOC106564425	GTP-binding protein 1-like
106564430	ENSSSAG00000001378	LOC106564430	LOC106564430	synaptogyrin-1-like
106564432	ENSSSAG00000004529	LOC106564432	LOC106564432	intraflagellar transport protein 27 homolog
106564433	ENSSSAG00000091941	LOC106564433	LOC106564433	protein CutA homolog
106564434	ENSSSAG00000004595	LOC106564434	LOC106564434	somatostatin receptor type 5
106564435	ENSSSAG00000004620	LOC106564435	LOC106564435	ras-related C3 botulinum toxin substrate 2
106564439	NA	LOC106564439	LOC106564439	voltage-dependent T-type calcium channel subunit alpha-1I-like
106564442	ENSSSAG00000004668	LOC106564442	LOC106564442	protein phosphatase 1 regulatory subunit 29-like
106564443	ENSSSAG00000001379	LOC106564443	LOC106564443	protein FAM83F
106564444	ENSSSAG00000079668	LOC106564444	LOC106564444	splicing factor ESS-2 homolog
106564445	NA	LOC106564445	LOC106564445	PAT complex subunit Asterix
106564446	ENSSSAG00000004778	LOC106564446	LOC106564446	persephin-like
106564447	ENSSSAG00000000282	LOC106564447	LOC106564447	probable splicing factor YJU2B
106564451	NA	taok3b	taok3b	TAO kinase 3b
106564452	ENSSSAG00000118154	LOC106564452	LOC106564452	zinc finger protein GLIS2
106564453	ENSSSAG00000004879	LOC106564453	LOC106564453	beta-1,3-galactosyltransferase 2-like
106564454	ENSSSAG00000114618	LOC106564454	LOC106564454	vasorin-like
106564456	ENSSSAG00000004965	LOC106564456	LOC106564456	4-aminobutyrate aminotransferase, mitochondrial
106564458	NA	hmox2a	hmox2a	heme oxygenase 2a
106564460	NA	LOC106564460	LOC106564460	testis-specific serine/threonine-protein kinase 1-like
106564462	ENSSSAG00000086340	LOC106564462	LOC106564462	hatching enzyme 1.2-like
106564464	NA	LOC106564464	LOC106564464	CREB-binding protein-like
106564465	ENSSSAG00000006091	LOC106564465	LOC106564465	C3a anaphylatoxin chemotactic receptor
106564468	ENSSSAG00000007060	LOC106564468	LOC106564468	transcription factor AP-4-like
106564472	ENSSSAG00000005570	LOC106564472	LOC106564472	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3
106564473	ENSSSAG00000007073	LOC106564473	LOC106564473	max-interacting protein 1-like
106564474	ENSSSAG00000007077	LOC106564474	LOC106564474	ribonuclease H2 subunit A-like
106564475	ENSSSAG00000007378	LOC106564475	LOC106564475	alpha-2A adrenergic receptor
106564476	ENSSSAG00000007350	LOC106564476	LOC106564476	leucine-rich repeat protein SHOC-2-like
106564477	ENSSSAG00000007194	LOC106564477	LOC106564477	programmed cell death protein 4
106564478	NA	LOC106564478	LOC106564478	BBSome-interacting protein 1
106564480	ENSSSAG00000027885	LOC106564480	LOC106564480	dual specificity protein phosphatase 5
106564483	ENSSSAG00000007161	LOC106564483	LOC106564483	RNA-binding protein 20-like
106564484	ENSSSAG00000007387	LOC106564484	LOC106564484	zinc finger protein 260-like
106564485	NA	LOC106564485	LOC106564485	transmembrane protein 119
106564486	ENSSSAG00000097560	LOC106564486	LOC106564486	zinc finger protein 664-like
106564487	NA	LOC106564487	LOC106564487	zinc finger protein 625-like
106564488	ENSSSAG00000091918	LOC106564488	LOC106564488	gastrula zinc finger protein XlCGF17.1-like
106564489	ENSSSAG00000122076	LOC106564489	LOC106564489	gastrula zinc finger protein XlCGF17.1
106564490	ENSSSAG00000007395	LOC106564490	LOC106564490	gastrula zinc finger protein XlCGF57.1-like
106564491	ENSSSAG00000102471	LOC106564491	LOC106564491	zinc finger and SCAN domain-containing protein 21-like
106564492	NA	LOC106564492	LOC106564492	zinc finger protein 189-like
106564493	ENSSSAG00000103197	LOC106564493	LOC106564493	uncharacterized LOC106564493
106564496	ENSSSAG00000007658	LOC106564496	LOC106564496	cysteine protease ATG4D
106564497	ENSSSAG00000039549	LOC106564497	LOC106564497	low-density lipoprotein receptor
106564498	ENSSSAG00000059187	LOC106564498	LOC106564498	AP-1 complex subunit mu-2
106564499	ENSSSAG00000059525	LOC106564499	LOC106564499	cyclin-dependent kinase 4 inhibitor D-like
106564501	ENSSSAG00000006099	rnf185	rnf185	ring finger protein 185
106564502	ENSSSAG00000059543	LOC106564502	LOC106564502	volume-regulated anion channel subunit LRRC8C-like
106564503	ENSSSAG00000000789	LOC106564503	LOC106564503	kelch-like ECH-associated protein 1B
106564504	ENSSSAG00000109157	LOC106564504	LOC106564504	sphingosine 1-phosphate receptor 1
106564505	NA	LOC106564505	LOC106564505	ferredoxin-2, mitochondrial
106564507	ENSSSAG00000007391	LOC106564507	LOC106564507	zinc finger protein OZF-like
106564509	ENSSSAG00000106664	LOC106564509	LOC106564509	zinc finger protein 2 homolog
106564511	ENSSSAG00000007449	LOC106564511	LOC106564511	microtubule-associated serine/threonine-protein kinase 1
106564512	ENSSSAG00000007791	LOC106564512	LOC106564512	transcription activator BRG1
106564515	ENSSSAG00000000748	LOC106564515	LOC106564515	uncharacterized LOC106564515
106564516	NA	LOC106564516	LOC106564516	forkhead box protein D1-like
106564518	ENSSSAG00000006059	LOC106564518	LOC106564518	iron-sulfur cluster assembly scaffold protein IscU
106564522	ENSSSAG00000087622	LOC106564522	LOC106564522	dnaJ homolog subfamily A member 3, mitochondrial-like
106564525	ENSSSAG00000119021	LOC106564525	LOC106564525	platelet-derived growth factor subunit A-like
106564527	ENSSSAG00000064251	LOC106564527	LOC106564527	hematopoietic lineage cell-specific protein
106564528	ENSSSAG00000006418	setd1ba	setd1ba	SET domain containing 1B, histone lysine methyltransferase a
106564529	NA	LOC106564529	LOC106564529	Kruppel-like factor 1
106564530	ENSSSAG00000005921	LOC106564530	LOC106564530	interleukin enhancer-binding factor 3
106564532	ENSSSAG00000086485	LOC106564532	LOC106564532	nuclear factor interleukin-3-regulated protein
106564534	NA	LOC106564534	LOC106564534	target of Myb protein 1
106564535	ENSSSAG00000095740	LOC106564535	LOC106564535	noggin-2-like
106564539	ENSSSAG00000107316	LOC106564539	LOC106564539	serine hydrolase-like protein
106564541	ENSSSAG00000007203	LOC106564541	LOC106564541	neuronal-specific septin-3-like
106564542	NA	atf7ip	atf7ip	activating transcription factor 7 interacting protein
106564544	ENSSSAG00000005977	LOC106564544	LOC106564544	myosin phosphatase Rho-interacting protein-like
106564546	ENSSSAG00000098294	LOC106564546	LOC106564546	putative RNA-binding protein Luc7-like 2
106564547	NA	LOC106564547	LOC106564547	centromere protein M-like
106564548	ENSSSAG00000006190	LOC106564548	LOC106564548	serine hydrolase-like protein
106564549	ENSSSAG00000006223	LOC106564549	LOC106564549	inward rectifier potassium channel 4-like
106564550	ENSSSAG00000006439	rhof	rhof	ras homolog family member F
106564551	NA	LOC106564551	LOC106564551	MICAL-like protein 1
106564553	ENSSSAG00000006283	cssa12h22orf23	cssa12h22orf23	chromosome ssa12 C22orf23 homolog
106564554	ENSSSAG00000097602	LOC106564554	LOC106564554	transcription factor SOX-10-like
106564555	NA	LOC106564555	LOC106564555	zinc finger protein 883-like
106564557	NA	LOC106564557	LOC106564557	TRIO and F-actin-binding protein
106564558	ENSSSAG00000007431	LOC106564558	LOC106564558	ADP-ribosylation factor-binding protein GGA1-like
106564559	ENSSSAG00000006768	LOC106564559	LOC106564559	bestrophin-2-like
106564561	ENSSSAG00000108477	LOC106564561	LOC106564561	ATPase GET3-like
106564562	ENSSSAG00000006888	LOC106564562	LOC106564562	protein N-terminal asparagine amidohydrolase
106564563	NA	LOC106564563	LOC106564563	protein Hook homolog 2-like
106564566	ENSSSAG00000006975	LOC106564566	LOC106564566	transcription factor jun-B-like
106564567	ENSSSAG00000006941	LOC106564567	LOC106564567	peroxiredoxin-1
106564568	ENSSSAG00000006980	LOC106564568	LOC106564568	protein Wiz-like
106564569	ENSSSAG00000006471	LOC106564569	LOC106564569	transmembrane protein 120B
106564571	ENSSSAG00000093126	LOC106564571	LOC106564571	glutaryl-CoA dehydrogenase, mitochondrial
106564572	ENSSSAG00000007613	LOC106564572	LOC106564572	choline transporter-like protein 2
106564573	ENSSSAG00000008204	LOC106564573	LOC106564573	outer dynein arm-docking complex subunit 3
106564574	ENSSSAG00000008248	LOC106564574	LOC106564574	ral guanine nucleotide dissociation stimulator-like 1
106564575	ENSSSAG00000102795	LOC106564575	LOC106564575	bMERB domain-containing protein 1
106564576	ENSSSAG00000006549	morn3	morn3	MORN repeat containing 3
106564577	ENSSSAG00000097440	LOC106564577	LOC106564577	mpv17-like protein
106564579	ENSSSAG00000112840	LOC106564579	LOC106564579	mediator of RNA polymerase II transcription subunit 15-like
106564580	ENSSSAG00000116036	LOC106564580	LOC106564580	autotransporter adhesin BpaC-like
106564581	ENSSSAG00000002516	LOC106564581	LOC106564581	target of Myb protein 1-like
106564582	ENSSSAG00000087759	LOC106564582	LOC106564582	osteocalcin 2b-like
106564584	ENSSSAG00000095200	LOC106564584	LOC106564584	coiled-coil domain-containing protein 85A-like
106564585	NA	LOC106564585	LOC106564585	calcium release-activated calcium channel protein 1
106564588	ENSSSAG00000113488	LOC106564588	LOC106564588	WW domain binding protein 1-like
106564589	ENSSSAG00000000450	LOC106564589	LOC106564589	DNA polymerase lambda
106564590	ENSSSAG00000008393	LOC106564590	LOC106564590	fibroblast growth factor 8b-like
106564592	ENSSSAG00000006636	LOC106564592	LOC106564592	lysine-specific demethylase 2B
106564593	ENSSSAG00000082044	LOC106564593	LOC106564593	carboxylesterase notum2
106564594	ENSSSAG00000008461	LOC106564594	LOC106564594	xylosyltransferase 1-like
106564597	NA	LOC106564597	LOC106564597	transmembrane channel-like protein 5
106564598	ENSSSAG00000113216	LOC106564598	LOC106564598	germ cell-specific gene 1-like protein
106564602	ENSSSAG00000086930	LOC106564602	LOC106564602	B-cell lymphoma/leukemia 11A-like
106564604	ENSSSAG00000009462	LOC106564604	LOC106564604	protein transport protein Sec23A-like
106564606	ENSSSAG00000015438	LOC106564606	LOC106564606	girdin-like
106564607	NA	LOC106564607	LOC106564607	inactive phospholipase D5-like
106564608	NA	LOC106564608	LOC106564608	centrosomal protein of 170 kDa
106564609	NA	LOC106564609	LOC106564609	5-demethoxyubiquinone hydroxylase, mitochondrial-like
106564610	ENSSSAG00000102689	LOC106564610	LOC106564610	gamma-aminobutyric acid receptor subunit rho-1
106564611	NA	LOC106564611	LOC106564611	meiosis regulator and mRNA stability factor 1
106564612	ENSSSAG00000094150	LOC106564612	LOC106564612	nuclear distribution protein nudE homolog 1-like
106564614	NA	LOC106564614	LOC106564614	centrosomal protein 20
106564615	ENSSSAG00000001754	LOC106564615	LOC106564615	multidrug resistance-associated protein 1-like
106564616	ENSSSAG00000073607	LOC106564616	LOC106564616	solute carrier family 2, facilitated glucose transporter member 9
106564617	ENSSSAG00000073611	LOC106564617	LOC106564617	zona pellucida sperm-binding protein 3-like
106564618	ENSSSAG00000004172	LOC106564618	LOC106564618	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein
106564619	ENSSSAG00000004177	LOC106564619	LOC106564619	methyltransferase-like 26
106564623	NA	LOC106564623	LOC106564623	uncharacterized LOC106564623
106564624	ENSSSAG00000004225	LOC106564624	LOC106564624	protein RRP5 homolog
106564628	ENSSSAG00000103223	LOC106564628	LOC106564628	RING finger protein 122-like
106564629	ENSSSAG00000104505	LOC106564629	LOC106564629	glial fibrillary acidic protein-like
106564630	ENSSSAG00000004352	LOC106564630	LOC106564630	transcription initiation factor TFIID subunit 5-like
106564634	ENSSSAG00000116082	LOC106564634	LOC106564634	calcium homeostasis modulator protein 1-like
106564636	ENSSSAG00000112233	LOC106564636	LOC106564636	recombining binding protein suppressor of hairless-like
106564637	NA	LOC106564637	LOC106564637	stromal interaction molecule 2-like
106564638	ENSSSAG00000112755	LOC106564638	LOC106564638	elongation of very long chain fatty acids protein 4
106564640	ENSSSAG00000094879	LOC106564640	LOC106564640	transcription factor AP-4
106564642	ENSSSAG00000076934	LOC106564642	LOC106564642	EVI5-like protein
106564643	ENSSSAG00000098757	LOC106564643	LOC106564643	zinc finger protein Gfi-1b-like
106564644	ENSSSAG00000076919	LOC106564644	LOC106564644	ATP-dependent RNA helicase DDX39A
106564645	ENSSSAG00000113531	LOC106564645	LOC106564645	CCN family member 1
106564646	ENSSSAG00000076852	LOC106564646	LOC106564646	rab11 family-interacting protein 4A-like
106564650	ENSSSAG00000089297	LOC106564650	LOC106564650	E3 ubiquitin-protein ligase RNF34
106564652	ENSSSAG00000005828	LOC106564652	LOC106564652	polycomb protein suz12-B
106564653	ENSSSAG00000076822	utp6	utp6	UTP6 small subunit processome component
106564654	ENSSSAG00000076659	LOC106564654	LOC106564654	ATPase family AAA domain-containing protein 5-like
106564655	ENSSSAG00000076655	tefm	tefm	transcription elongation factor, mitochondrial
106564656	ENSSSAG00000076610	LOC106564656	LOC106564656	arf-GAP with dual PH domain-containing protein 2-like
106564657	ENSSSAG00000076267	LOC106564657	LOC106564657	mitochondrial Rho GTPase 1-A-like
106564658	ENSSSAG00000083659	LOC106564658	LOC106564658	rhomboid-related protein 3-like
106564659	ENSSSAG00000007919	LOC106564659	LOC106564659	tripartite motif-containing protein 65-like
106564661	NA	LOC106564661	LOC106564661	trinucleotide repeat-containing gene 6C protein
106564662	ENSSSAG00000076235	LOC106564662	LOC106564662	BUB3-interacting and GLEBS motif-containing protein ZNF207
106564663	NA	LOC106564663	LOC106564663	uncharacterized LOC106564663
106564664	NA	LOC106564664	LOC106564664	septin-9-like
106564666	ENSSSAG00000008424	lrrc75bb	lrrc75bb	leucine rich repeat containing 75Bb
106564667	NA	LOC106564667	LOC106564667	uncharacterized LOC106564667
106564668	NA	LOC106564668	LOC106564668	jupiter microtubule associated homolog 1
106564669	ENSSSAG00000075472	LOC106564669	LOC106564669	ADP-ribosylation factor-binding protein GGA3
106564670	NA	LOC106564670	LOC106564670	small ubiquitin-related modifier 2
106564671	ENSSSAG00000111573	LOC106564671	LOC106564671	growth factor receptor-bound protein 2-like
106564672	ENSSSAG00000075430	LOC106564672	LOC106564672	ubiquitin carboxyl-terminal hydrolase 43-like
106564674	ENSSSAG00000099580	LOC106564674	LOC106564674	TBC1 domain family member 24-like
106564675	ENSSSAG00000008547	LOC106564675	LOC106564675	calcium-binding protein 1
106564676	ENSSSAG00000075414	LOC106564676	LOC106564676	syntaxin-8-like
106564677	ENSSSAG00000088846	LOC106564677	LOC106564677	netrin-1
106564678	ENSSSAG00000075389	LOC106564678	LOC106564678	phosphoinositide 3-kinase regulatory subunit 5-like
106564679	NA	LOC106564679	LOC106564679	phosphoinositide 3-kinase regulatory subunit 6-like
106564680	ENSSSAG00000075362	LOC106564680	LOC106564680	bMERB domain-containing protein 1-like
106564681	ENSSSAG00000101624	LOC106564681	LOC106564681	myosin-10-like
